audio,transcription,Unnamed: 2,extra,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
karuk-2015-04-21-vs-5_11,xas vaa vura uum keech karu.,,,,,,
karuk-2015-04-21-vs-5_12,uxuti niinamich papuufich karu uum vura yiiv saruk xas.,,,,,,
karuk-2015-04-21-vs-5_13,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka.,,,,,,
karuk-2015-04-21-vs-5_14,"xas upiip "" Gotthedeer.""",,,,,,
karuk-2015-04-21-vs-5_15,xas vura vaa saruk ukfukuraa.,,,,,,
karuk-2015-04-21-vs-5_16,xas vaa ukuniihkat papuufich.,,,,,,
karuk-2015-04-21-vs-5_17,xas upiip," "" vura uum maath."" Heavy.",,,,,
karuk-2015-04-21-vs-5_18,Youknow, xas vaa ip maath poo'ahoo.,,,,,
karuk-2015-04-21-vs-5_19,xas vura vaa keech papuufich.,,,,,,
karuk-2015-04-21-vs-5_20,xas upiip chimi kaan vaa saruk ta nivaaram xas vura ni'ipakeesh vaa papuufich.,,,,,,
karuk-2015-04-21-vs-5_21,,,,,,,
karuk-2015-04-21-vs-5_21a, vura uum keech papuufich.,,,,,,
karuk-2015-04-21-vs-5_21b,"xas vura maath karu, upiip.",,,,,,
karuk-2015-04-21-vs-5_21c,vaa pa'avansa upiip.,,,,,,
karuk-2015-04-21-vs-5_22,oo, vura uum taay vura uum pa'asiktavaansa lotsofwomen,youknow,upthereinthereservation.,,,
karuk-2015-04-21-vs-5_23,xas vura uum vaa koovura ta kunyootva.,,,,,,
karuk-2015-04-21-vs-5_24,papuufich ta kun'aveesh.,,,,,,
karuk-2015-04-21-vs-5_25,vaa vura punapipshinvarihvutihara, vaa vura ni'aapunmuti payeem.,,,,,
karuk-2015-04-21-vs-5_26,vaa vura vaa itihaan vura vaa u'akunvuti karu.,,,,,,
karuk-2015-04-21-vs-5_27,taay pamuchishiih karu.,,,,,,
karuk-2015-04-21-vs-5_28,asakaamsa kaan xas vaa a' ta nukfukuraa.,,,,,,
karuk-2015-04-21-vs-5_29,yeah, nusxay, nusxayvunaa.,,,,
VS-23_01,pi'eep nanitaat musara too kyav.,,,,,,
VS-23_02,vura xara xas vura tu'if.,,,,,,
VS-23_03,mah'iit tu'if, xas vura too kyav saraxutnahich.,,,,,
VS-23_04,Biscuits karu too kyav.,,,,,,
VS-24_01,vaa pananitaat uum tupithxah pananusaanva koovura vura.,,,,,,
VS-24_02,pananitaat vura koovura upithxah.,,,,,,
VS-24_03,tupithxah pakoovura pananusaanva koovura.,,,,,,
VS-24_04,vaa, xas vura vaa uum vura uum cheemyaach, karu uum vura vaa pu'aapunmutihara faat uum pawashingmachine.,,,,
VS-24_05,vaa kaan tupithxah.,,,,,,
VS-24_06,haa, haari upathriihti karu.,,,,,
VS-24_07,xas karu nuu aah nukyaati iikam.,,,,,,
VS-24_08,xas vaa kaan keechas vura paramva pa'ishaha.,,,,,,
VS-24_09,iparamva pa'ishaha vaa kaan.,,,,,,
VS-24_10,oo, vura uum ikyaakaam.,,,,,
VS-24_11,vaa vura ip pa'aapunmuti vaa vura kich vaa kumeekrii.,,,,,,
VS-24_12,haa, vaa vura kich i'aapunmuti vaa kumeekrii.,,,,,
karuk-2012-03-30-vs-3_01,axak pamupixuumvar.,,,,,,
karuk-2012-03-30-vs-3_02,iim pufaat mitikakvanaach.,,,,,,
karuk-2012-03-30-vs-3_03,pufaat uum mi'avan.,,,,,,
karuk-2012-03-30-vs-3_04,pufaat mutikakvanaach.,,,,,,
karuk-2012-03-30-vs-3_05,Kayla muteenva, yaamachich karu.,,,,,
karuk-2012-03-30-vs-3_06,Kayla muteenva karu yaamachich.,,,,,,
karuk-2012-03-30-vs-3_07,nanifyiiv ukyaat.,,,,,,
karuk-2012-03-30-vs-3_08,yav pamifyiiv.,,,,,,
karuk-2012-03-30-vs-3_09,ikxaramkunish pamuyukukuh.,,,,,,
karuk-2012-03-30-vs-3_10,miyukukuh uum vaa.,,,,,,
karuk-2012-03-30-vs-3_11,pukeechhara.,,,,,,
karuk-2012-03-30-vs-3_12,pananiyukuku vura uum kaarim umusahitih.,,,,,,
karuk-2012-03-30-vs-3_13,chivchakarapiimich.,,,,,,
karuk-2012-03-30-vs-3_14,mu'ifunih karu uum ipshuunkinich.,,,,,,
karuk-2012-03-30-vs-3_15,ipshuunkinach pamu'ifunih.,,,,,,
karuk-2012-03-30-vs-3_16,vaaram pamu'ifunih.,,,,,,
karuk-2012-03-30-vs-3_17,ipshuunkinach pamu'ifunih.,,,,,,
karuk-2012-03-30-vs-3_18,pufaat mu'ifunih.,,,,,,
karuk-2012-03-30-vs-3_19,panani'avan axvahxuus.,,,,,,
karuk-2012-03-30-vs-3_20,,,,,,,
karuk-2012-03-30-vs-3_21,puptaxatiihtihara pami'ifunih.,,,,,,
karuk-2012-03-30-vs-3_22,naa vura uurihaan.,,,,,,
karuk-2012-03-30-vs-3_23,naa karu.,,,,,,
karuk-2012-03-30-vs-3_24,vura puyavhara panani'ifunih.,,,,,,
karuk-2012-03-31-vs-2a_01,pananikustaan uum yaamach.,,,,,,
karuk-2012-03-31-vs-2a_02,pananikustaan uum yaamachheesh.,,,,,,
karuk-2012-03-31-vs-2a_03,pananikustaan uum yaamach payeem.,,,,,,
karuk-2012-03-31-vs-2a_04,pananikustaan vura mit uum yaamach.,,,,,,
karuk-2012-03-31-vs-2a_05,pananikustaan uum payeem puyaamachhara.,,,,,,
karuk-2012-03-31-vs-2a_06,koovura pananikustaan uum yaamachas.,,,,,,
karuk-2012-03-31-vs-2a_07,koovura pananikustaan vura yaamachas.,,,,,,
karuk-2012-03-31-vs-2a_08,pananikustaan koovura yaamachas.,,,,,,
karuk-2012-03-31-vs-2a_08a,koovura yaamachasheesh.,,,,,,
karuk-2012-03-31-vs-2a_09,pananikustaansa vura yaamachas payeem.,,,,,,
karuk-2012-03-31-vs-2a_10,vura mit yaamachas.,,,,,,
karuk-2012-03-31-vs-2a_11,pananikustaansa vura mit uum yaamachas.,,,,,,
karuk-2012-03-31-vs-2b_01,naa vura puxich neetniivka.,,,,,,
karuk-2012-03-31-vs-2b_02,,,,,,,
karuk-2012-03-31-vs-2b_03,naa vura puxich neetniivkatih.,,,,,,
karuk-2012-03-31-vs-2b_04,,,,,,,
karuk-2012-03-31-vs-2b_05,nixapkoovish.,,,,,,
karuk-2012-03-31-vs-2b_06,,,,,,,
karuk-2012-03-31-vs-2b_07,iim vura puxich itniivka.,,,,,,
karuk-2012-03-31-vs-2b_08,uum vura puxich itniivka.,,,,,,
karuk-2012-03-31-vs-2b_09,uum vura puxich kunixviiphinaatih.,,,,,,
karuk-2012-03-31-vs-2b_10,vura puxich yav kunikyaatih.,,,,,,
karuk-2012-03-31-vs-2b_11-12,vura uum taay mu'ishkiit.,,,,,,
karuk-2012-03-31-vs-2b_11,,,,,,,
karuk-2012-03-31-vs-2b_12,,,,,,,
karuk-2012-03-31-vs-2b_13,taay vura mu'uup.,,,,,,
karuk-2012-03-31-vs-2b_14-15,uum vura yav, vaa kuma'ii.,,,,,
karuk-2012-03-31-vs-2b_14,,,,,,,
karuk-2012-03-31-vs-2b_15,,,,,,,
karuk-2012-03-31-vs-2b_16,uum vurava yav vaa kuma'ii.,,,,,,
karuk-2012-03-31-vs-2b_17,naa vura ishimfir.,,,,,,
karuk-2012-03-31-vs-2c_01,iim karu.,,,,,,
karuk-2012-03-31-vs-2c_02,iim karu ishimfir.,,,,,,
karuk-2012-03-31-vs-2c_03,naa vura ishimfir iim karu ishimfir.,,,,,,
karuk-2012-03-31-vs-2c_04,uum vaa ishimfir.,,,,,,
karuk-2012-03-31-vs-2c_05,naa vura ikpihan.,,,,,,
karuk-2012-03-31-vs-2c_06,iim karu ishimfir.,,,,,,
karuk-2012-03-31-vs-2c_07,iim karu ikpihan.,,,,,,
karuk-2012-03-31-vs-2c_08,naa aas kich.,,,,,,
karuk-2012-03-31-vs-2c_09,ta napivaxrah.,,,,,,
karuk-2012-03-31-vs-2c_10,iim karu tipivaxrah.,,,,,,
karuk-2012-03-31-vs-2c_11,uum ithvoon.,,,,,,
karuk-2012-03-31-vs-2c_12,nuu ithvoon.,,,,,,
karuk-2012-03-31-vs-2c_13,uumkun ithvoon.,,,,,,
karuk-2012-03-31-vs-2c_14,koovura ithvoon payeem.,,,,,,
karuk-2012-03-31-vs-2c_15,nuu koovura ithvoon payeem.,,,,,,
karuk-2012-03-31-vs-2c_16,ta neemchax.,,,,,,
karuk-2012-03-31-vs-2c_17,naa ta neemchax.,,,,,,
karuk-2010-05-01-arg-edited-2_01,tee xviipha hum?,,,,,,
karuk-2010-05-01-arg-edited-2_02,tee kviit-ha hum?,,,,,,
karuk-2010-05-01-arg-edited-2_03,akaay vaa too kuupha?,,,,,,
karuk-2010-05-01-arg-edited-2_04,huut pamithvuy?,,,,,,
karuk-2010-05-01-arg-edited-2_05,"faat ixutih"" kiri ni'av""?",,,,,,
karuk-2010-05-01-arg-edited-2_06,peeshkeesh huut kich?,,,,,,
karuk-2010-05-01-arg-edited-2_07,akaay pami'araaras?,,,,,,
karuk-2010-05-01-arg-edited-2_08,upathriheesh hum?,,,,,,
karuk-2010-05-01-arg-edited-2_09,chi upathriheesh.,,,,,,
karuk-2010-05-01-arg-edited-2_10,huut kich iim?,,,,,,
karuk-2010-05-01-arg-edited-2_11,huut kich uum Phil?,,,,,,
karuk-2010-05-01-arg-edited-2_12,,,,,,,
karuk-2010-05-01-arg-edited-2_13,ishaha ta kuxrah?,,,,,,
karuk-2010-05-01-arg-edited-2_14,koovura tithafip pa'av.,,,,,,
karuk-2010-05-01-arg-edited-2_15,vaa muxuun.,,,,,,
karuk-2010-05-01-arg-edited-2_16,vaa uum xuntapan.,,,,,,
karuk-2010-05-01-arg-edited-2_17,pay uum panani'av hum?,,,,,,
karuk-2010-05-01-arg-edited-2_18,pafipi.,,,,,,
karuk-2010-05-01-arg-edited-2_19,sara amayav.,,,,,,
karuk-2010-05-01-arg-edited-2_20,amayav pasara.,,,,,,
karuk-2010-05-01-arg-edited-2_21,pamusara uum amayav.,,,,,,
karuk-2010-05-01-arg-edited-2_22,hooy pamichnaat?,,,,,,
karuk-2010-05-01-arg-edited-2_23,akvaat hum ivishtaantih?,,,,,,
karuk-2010-05-01-arg-edited-2_24,huut kuma'ii?,,,,,,
karuk-2010-05-01-arg-edited-2_25,hooy pamu'apsuun?,,,,,,
karuk-2010-05-01-arg-edited-2_26,yaxa pamu'apxaan.,,,,,,
karuk-2010-05-01-arg-edited-2_27,pamu'apsiih xaapki!,,,,,,
karuk-2010-05-01-arg-edited-2_28,,,,,,,
karuk-2010-05-01-arg-edited-2_29,panani'apsiih too kuha.,,,,,,
karuk-2010-05-01-arg-edited-2_30,huut tu'iin pami'apsiih?,,,,,,
karuk-2010-05-01-arg-edited-2_31,ta navishtar.,,,,,,
karuk-2010-05-01-arg-edited-2_32,uum huut amayav.,,,,,,
karuk-2010-05-01-arg-edited-2_33,vura uum yav.,,,,,,
karuk-2010-05-01-arg-edited-2_34,faatva uchuuphitih.,,,,,,
karuk-2010-05-01-arg-edited-2_35,koovura yaamachas pananuvuup.,,,,,,
karuk-2010-05-01-arg-edited-2_36,pamu'atraax too kuha.,,,,,,
karuk-2010-05-01-arg-edited-2_37,naa vura ikyavichvaan.,,,,,,
karuk-2010-05-01-arg-edited-2_38,akaay muthyur?,,,,,,
karuk-2010-05-01-arg-edited-2_39,muthvaay too kuha.,,,,,,
karuk-2010-05-01-arg-edited-2_40,xayfaat iim vishvankaam.,,,,,,
karuk-2010-05-01-arg-edited-2_41,ithitiv hum?,,,,,,
karuk-2010-05-01-arg-edited-2_42,puxich tuyunyuunha.,,,,,,
karuk-2010-05-01-arg-edited-2_43,ikiich vura xara vura ta nikrii.,,,,,,
karuk-2010-05-01-arg-edited-2_44,arara'ishpuk hum?,,,,,,
karuk-2010-05-01-arg-edited-2_45,vura ipih uum too spat.,,,,,,
karuk-2010-05-01-arg-edited-2_46,pay uum vaa kunipitih.,,,,,,
karuk-2010-05-01-arg-edited-2_47,Arch vura toopiip hum?,,,,,,
karuk-2010-05-01-arg-edited-2_48,koovura kunpavyiishipeesh payeem.,,,,,,
karuk-2010-05-01-arg-edited-2_49,paykuuk uum papoos.,,,,,,
karuk-2010-05-01-arg-edited-2_50,Arch uum tuthitiv.,,,,,,
karuk-2010-05-01-arg-edited-2_51,too paachur pamu'ishkiit.,,,,,,
karuk-2010-05-01-arg-edited-2_52,vaa apxantinihichas panuchuphunishkoonaatih.,,,,,,
karuk-2010-05-01-arg-edited-2_53,yaxa paykuuk karu apxantinihich karu pay apxantinihich karu pay apxantinihich,,,,,,
karuk-2010-05-01-arg-edited-2_54,ararahih nichuupha.,,,,,,
karuk-2010-05-01-arg-edited-2_55,kunyunyuunhinaatih.,,,,,,
karuk-2010-05-01-arg-edited-2_56,pay vura uum uxutih iyunyuunhitih.,,,,,,
karuk-2010-05-01-arg-edited-2_57,uum vaa paykuuk vura uum vaa yav.,,,,,,
karuk-2010-05-01-arg-edited-2_58,haa, vaa amayav pataay ni'avat.,,,,,
karuk-2010-05-01-arg-edited-2_59,koovura panithafiiptih.,,,,,,
karuk-2010-05-01-arg-edited-2_60,pufaat nanishpuk.,,,,,,
karuk-2013-03-29-vs-3_01,too mnish pa'aama.,,,,,,
karuk-2013-03-29-vs-4_01,pa'aama too mnish.,,,,,,
karuk-2013-03-29-vs-4_02,vura uum yav.,,,,,,
karuk-2013-03-29-vs-4_03,pa'aama too mnish vura uum kunish ikxaramkunish.,,,,,,
karuk-2013-03-29-vs-4_04,tu'iinka.,,,,,,
karuk-2013-03-29-vs-4_05,pa'aama too mnish xas vura tu'iinka.,,,,,,
karuk-2013-03-29-vs-4_06,pa'aama too mnish xas tu'iinka.,,,,,,
karuk-2013-03-29-vs-4_07,xas ikxaramkunish.,,,,,,
karuk-2013-03-29-vs-4_08,,,,,,,
karuk-2013-03-29-vs-4_09,pa'apxaan tu'iinka.,,,,,,
karuk-2013-03-29-vs-4_10,pa'apxaan vura tu'iinka ikxaramkunish.,,,,,,
karuk-2013-03-29-vs-4_11,too kxaramkunish.,,,,,,
karuk-2013-03-29-vs-4_12,taay vura paxuntapan ifikeesh.,,,,,,
karuk-2013-03-29-vs-4_13,too xyar.,,,,,,
karuk-2013-03-29-vs-4_14,taay vura ifikeesh paxuntapan.,,,,,,
karuk-2013-03-29-vs-4_15,vura too xyar pa'atimnam.,,,,,,
karuk-2013-03-29-vs-4_16,too yruhunih.,,,,,,
karuk-2013-03-29-vs-4_17,uyruuhsip.,,,,,,
karuk-2013-03-29-vs-4_18,papusihich too skakuraa pa'amkirak.,,,,,,
karuk-2013-03-29-vs-4_19,papusihich too skakuraa amkiravasih.,,,,,,
karuk-2013-03-29-vs-4_20,papusihich too skakunih.,,,,,,
karuk-2013-03-29-vs-4_21,pa'avansa too path pa'unuhxiitich xas ikrivkirak.,,,,,,
karuk-2013-03-29-vs-4_22,pa'ipaha too kyivishrih.,,,,,,
karuk-2013-03-29-vs-4_23,pa'ipaha vura yav too kyivish.,,,,,,
karuk-2013-03-29-vs-4_24,a' tupaathuraa pa'ipahak pa'unuhxiitich.,,,,,,
karuk-2013-03-29-vs-4_25,ipahak tupaathka.,,,,,,
karuk-2013-03-29-vs-4_26,tupaathunih.,,,,,,
karuk-2013-03-29-vs-4_27,a' tupaathunih ipahak.,,,,,,
karuk-2013-03-29-vs-4_28,uktinvunaatih.,,,,,,
karuk-2013-03-29-vs-4_29,sara muuk too ktinvunaa.,,,,,,
karuk-2013-03-29-vs-4_30,pasara vura too ktinvunaa taay pa'araaras.,,,,,,
karuk-2013-03-29-vs-4_31,pa'sara vura too ktir.,,,,,,
karuk-2013-03-29-vs-4_32,too ktir pa'avansa.,,,,,,
karuk-2013-03-29-vs-4_33,pa'as muuk vura too ktir pa'avansa.,,,,,,
karuk-2013-03-29-vs-4_34,xayfaat ishkaakatih.,,,,,,
karuk-2013-03-29-vs-4_35,xayfaat i'aamtih.,,,,,,
karuk-2013-03-29-vs-4_36,too yuuhva.,,,,,,
karuk-2013-03-29-vs-4_37,papusihich too yuuhva.,,,,,,
karuk-2013-03-29-vs-4_38,papusihich too msakar.,,,,,,
karuk-2013-03-29-vs-4_39,papusihich too msakar papuuvish.,,,,,,
karuk-2013-03-29-vs-4_40,naa pananipusihich axakyaan ni'akihtih.,,,,,,
karuk-2013-03-29-vs-4_41,naa kuyrakyaan ni'aamtih.,,,,,,
karuk-2013-03-29-vs-4_42,naa pithyaan ni'aamtih.,,,,,,
karuk-2013-03-29-vs-4_43,naa vura pananipusihich vura taay u'aamtih.,,,,,,
karuk-2013-03-29-vs-4_44,pananipusihich uum vura mah'iit kich u'aamtih.,,,,,,
karuk-2013-03-29-vs-4_45,axakyaan Medford nivaaram.,,,,,,
karuk-2013-03-29-vs-4_46,naa neepeerat ta koo iim peeshkaaktih.,,,,,,
karuk-2013-03-29-vs-4_47,xayfaat ta koo peeshkaaktih.,,,,,,
karuk-2013-03-29-vs-4_48,ta koo peexapkooti pa'unuhxiitich.,,,,,,
karuk-2015-04-18-vs-4_01,koovura tithafip pa'aama.,,,,,,
karuk-2015-04-18-vs-4_02,koovura tithafip pa'aama, pufaat vura naa.,,,,,
karuk-2015-04-18-vs-4_03,naa pufaat.,,,,,,
karuk-2015-04-18-vs-4_04,iim tithafip pa'aama.,,,,,,
karuk-2015-04-18-vs-4_05,,,,,,,
karuk-2015-04-18-vs-4_06,papusihich vura uum ishriiv.,,,,,,
karuk-2015-04-18-vs-4_07,papusihich vura uum taay poo'aamtih, xas vura uum puxich tu'ishriivha.,,,,,
karuk-2015-04-18-vs-4_08,papusihich vura pu'aamtihara, xas vura payeem ta axaska.,,,,,
karuk-2015-04-18-vs-4_09,vura uum taay pamu'ifunih, papusihich.,,,,,
karuk-2015-04-18-vs-4_10,,,,,,,
karuk-2015-04-18-vs-4_11,papusihich uum pufaat pamu'ifunih payeem.,,,,,,
karuk-2015-04-18-vs-4_12,pa'ishkeesh tupivaxrah.,,,,,,
karuk-2015-04-18-vs-4_13,tupivaxrah.,,,,,,
karuk-2015-04-18-vs-4_14,vura uum puxich tu'uh, pa'ishkeesh.,,,,,
karuk-2015-04-18-vs-4_15,tu'uh.,,,,,,
karuk-2015-04-18-vs-4_16,pa'ishkeesh vura uum puxich tu'uh.,,,,,,
karuk-2015-04-18-vs-4_17,pa'ishkeesh vura puxich tu'uh.,,,,,,
karuk-2015-04-18-vs-4_18,pa'ishkeesh u'uuhtih.,,,,,,
karuk-2015-04-18-vs-4_19,vura uum kunish puyav imusahatihara.,,,,,,
karuk-2015-04-18-vs-4_20,puyav imusahatihara.,,,,,,
karuk-2015-04-18-vs-4_21,naa vura kunish keevniikich.,,,,,,
karuk-2015-04-18-vs-4_22,yav vura yaamach payupsitanach, xas vura uum pakeech ukyav, xas vura uum imusakeem.,,,,
karuk-2015-04-18-vs-4_23,manaa vaa pa'avansa vura vaa puxich mit vura itihaan vura ikpihan.,,,,,,
karuk-2015-04-18-vs-4_24,itihaan vura vaa ikpihan, karu xas vura vaa poo'if vura vaa itihaan vura ikpihan.,,,,,
karuk-2015-04-18-vs-4_25,ip poo'if xas vura vaa ikpihan.,,,,,,
karuk-2015-04-18-vs-4_26,xas vura itihaan vura vaa ikpihan.,,,,,,
karuk-2015-04-18-vs-4_27,itihaan vura vaa ikpihan.,,,,,,
karuk-2015-04-18-vs-4_28,poo'iifti xas vura vaa kaarim, vura pufaat pu'uum, taay vura pufaat.,,,,
karuk-2015-04-18-vs-4_29,xas vura vaa tu'if.,,,,,,
karuk-2015-04-18-vs-4_30,vura pufaat uum vura mu'am mu'uup, xas vura vaa kaarim, xas vura vaa poo'iiftih.,,,,
karuk-2015-04-18-vs-4_31,vura uum kaanimich pa'asiktavaan.,,,,,,
karuk-2015-04-18-vs-4_32,pa'araar uum vura pupitihara.,,,,,,
karuk-2015-04-18-vs-4_33,vaaram ti'if.,,,,,,
karuk-2015-04-18-vs-4_34,kunish apxantinihich imusahitih.,,,,,,
karuk-2015-04-18-vs-4_35,pa'avansa ipshuunkunich.,,,,,,
karuk-2015-04-18-vs-4_36,pa'avansa ipshuunkunich, arara'avansa.,,,,,
karuk-2015-04-18-vs-4_37,apxantinihich'avansa uum kunish vaaramas.,,,,,,
karuk-2015-04-18-vs-4_38,pufaat mikafih.,,,,,,
karuk-2015-04-18-vs-4_39,xas payeem vura itniivka.,,,,,,
karuk-2015-04-18-vs-4_40,vaa vura uum puxich ta nafurathfip.,,,,,,
karuk-2015-04-18-vs-4_41,karu puxich tufurathfip.,,,,,,
karuk-2015-04-18-vs-4_42,iim karu pee'ahooti vurava kunish furathfip.,,,,,,
karuk-2015-04-18-vs-4_43,ip peevoonfuruk ip kunish vaa ifurathfiptih.,,,,,,
karuk-2015-04-18-vs-4_44,ikiich pami'avansa teexviphuunish.,,,,,,
karuk-2015-04-18-vs-4_45,ikiich apapkam vaa mi'asimnaam itxaariheen.,,,,,,
karuk-2015-04-18-vs-4_46,ip u'aasishrihat.,,,,,,
karuk-2015-04-18-vs-4_47,ip u'aasishriheen kunish vaa puyav ipmahoonkoonatihara.,,,,,,
karuk-2015-04-18-vs-4_48,pay ni'aveesh.,,,,,,
karuk-2015-04-18-vs-4_49,naa nitxaarih.,,,,,,
karuk-2015-04-18-vs-4_50,xas vura uum yav neepmahoonkoonatih.,,,,,,
karuk-2015-04-18-vs-4_51,iim huut ipmahoonkoonatih?,,,,,,
karuk-2015-04-18-vs-4_52,iim yav ipmahoonkoonatih.,,,,,,
karuk-2015-04-18-vs-4_53,payeem xas?,,,,,,
karuk-2015-04-18-vs-4_54,yav ikyaati papusihich.,,,,,,
karuk-2015-04-18-vs-4_55,xayfaat ikyav vaa, kaarim ikyaatih.,,,,,
karuk-2015-04-18-vs-4_56,ip poovoonfuruk uksaahtih.,,,,,,
karuk-2015-04-18-vs-4_57,uum karu poovoonfurukati puyav ipmahoonkoonatihara.,,,,,,
karuk-2015-04-18-vs-4_58,,,,,,,
karuk-2015-04-18-vs-4_59,iikam paaxiitichas kunihmarathunanaatih, xas vura vaa kaan kunikshaahtih.,,,,,
karuk-2015-04-18-vs-4_60,iikam paaxiitichas kunihmarathununaatih, xas vura koovura yav kunipmahoonkoonatih.,,,,,
karuk-2015-04-18-vs-4_61,puuhara, naa nixuti iikam vura kaan kunihmarathununaatih, xas koovura vaa vura yav kunipmahoonkoonatih.,,,,
karuk-2015-04-18-vs-4_62,oh vura utatuyishrihti vaa vura pay paporch.,,,,,,
karuk-2015-04-18-vs-4_63,karu pootatuyishrihat koovura paporch.,,,,,,
karuk-2015-04-18-vs-4_64,vura uum cheech tutatuyish.,,,,,,
karuk-2015-04-18-vs-4_65,cheech tutatuyishrih paporch.,,,,,,
karuk-2015-04-18-vs-4_66,vura cheech tutatuyishrih paporch.,,,,,,
VS-33_01,hooy pataripaan?,,,,,,
VS-33_02,vaa kaan uthivtakoo.,,,,,,
VS-33_03,uthaantakoo pa'amkir.,,,,,,
VS-33_04,faat kuma'asip?,,,,,,
VS-33_05,hooy pa'apus?,,,,,,
VS-33_06,pa'apus uum su'.,,,,,,
VS-33_07,pa'avansa uthxuunatih.,,,,,,
VS-33_08,vaa kaan ukrii.,,,,,,
VS-33_09,vaa kaan mukrivraam.,,,,,,
VS-33_10,vaa kaan pookrii.,,,,,,
VS-33_11,ishaha papaah.,,,,,,
VS-33_12,vaa kaan tas karu.,,,,,,
VS-33_13,iikam patas.,,,,,,
VS-33_14,hooy uum patasakaam?,,,,,,
VS-33_15,maruk ipaha.,,,,,,
VS-33_17,vaa kaan uyukukuhiti yukukuh.,,,,,,
VS-33_18,pataripaan too schur.,,,,,,
VS-33_19,naa ta nishchur.,,,,,,
VS-33_20,kaan uvarariihvutih,,,,,,
VS-33_21,kaan uvarariihvutih kaan pa'aan,,,,,,
VS-33_22,vaa kaan aah too kyav.,,,,,,
VS-33_23,xas vaa kaan ukrii.,,,,,,
VS-33_24,vaa kaan too kriishrih.,,,,,,
VS-33_25,ahapiimich kaan ukrii,,,,,,
VS-33_26,vaa kaan taay pa'apus, apus'ipaha.,,,,,
VS-33_27,ipaha vasihkam.,,,,,,
VS-33_28,vaa kaan ukrii, ikrivkir vasihkam.,,,,,
VS-33_29,ikrivkir vasihkam kaan ukrii.,,,,,,
VS-33_30,vaa kaan u'ichunvutih.,,,,,,
VS-33_31,naa ni'ichunvutih.,,,,,,
VS-33_32,tu'ichunva.,,,,,,
VS-33_33,ipaha kaan ukuuntakoo.,,,,,,
VS-33_34,vaa kaan u''ichunvutih.,,,,,,
VS-33_35,vaa kaan mukrivraam.,,,,,,
VS-33_36,ta nimah pa'ikrivram'aaxkunish.,,,,,,
VS-33_37,ta nimah pa'ikrivraam.,,,,,,
VS-33_38,hooy peekrivram'aaxkunish?,,,,,,
VS-33_39,ta nimah, pa'uuxkunish xuntapan.,,,,,
VS-34a_01,ook uum pufaat pa'as.,,,,,,
VS-34a_02,iikam pufaat pa'as.,,,,,,
VS-34a_03,ook uum vura pufaat pataay pa'as.,,,,,,
VS-34a_04,ook uum vura taay pa'as, pufaat pay uum pa'ipaha.,,,,,
VS-34a_05,ook uum vura taay pa'as.,,,,,,
VS-34a_06,ook uum vura pa'as kich, pufaat uum pa'ipaha.,,,,,
VS-34a_07,ook uum pufaat pa'ipaha, 'as kich.,,,,,
VS-34a_08,taay vura pa'as pay'ook pi'eep.,,,,,,
VS-34a_09,karu payeem vura uum taay pa'as.,,,,,,
VS-34a_10,vura uum payeem vura uum taay pa'as.,,,,,,
VS-34a_11,ook uum vura uum taay pa'as.,,,,,,
VS-34a_12,ook uum vura taay pa'as, payeem.,,,,,
VS-34a_13,imaan vura uum taay pa'as pay'ook.,,,,,,
VS-34a_14,ipit karu taay pa'as ook.,,,,,,
VS-34a_15,payeem karu vura uum taay pa'as ook.,,,,,,
VS-34a_16,ook uum vura uum taay paxuntapan.,,,,,,
VS-34a_17,ook uum pufaat paxuntapan.,,,,,,
VS-34a_18,vura uum kunish pufaat paxuntapan.,,,,,,
VS-34a_19,payeem vura uum putaay paxuntapan.,,,,,,
VS-34a_20,ook uum vura taay paxuntapan, pufaat pa'as.,,,,,
VS-34a_21,payeem vura uum ook taay paxuntapan, vura uum pufaat pa'as.,,,,,
VS-34a_22,pufaat pa'as, ook, xuntapan kich.,,,,
VS-34a_23,pay'ook uum vura uum taay paxuntapanheesh.,,,,,,
VS-34a_24,vura uum taay paxuntapan, ipit.,,,,,
VS-34a_25,imaan vura uum taay paxuntapanheesh.,,,,,,
VS-34a_26,yaxa maruk too kfukuvraa.,,,,,,
VS-34a_27,maruk xas uhyarih.,,,,,,
VS-34a_28,yaxa maruk xas uhyarih.,,,,,,
VS-34a_29,maruk uhyarih.,,,,,,
VS-34a_30,yaxa saruk xas too hyarih.,,,,,,
VS-34a_31,imaan xas maruk uhyariheesh.,,,,,,
VS-34a_32,imaan saruk xas uhyariheesh.,,,,,,
VS-34a_33,ipit uum maruk uvaaram.,,,,,,
VS-34a_34,ipit saruk uvaaram.,,,,,,
VS-34a_35,puuhara maruk poovaaramat.,,,,,,
VS-34a_36,ipit ip maruk uvaaramat.,,,,,,
VS-34a_37,maruk vura uum taay pa'ipaha.,,,,,,
VS-34a_38,maruk um taay pa'ipaha?,,,,,,
VS-34a_39,vura uum pufaat pa'ipaha, maruk.,,,,,
VS-34a_40,maruk pufaat pa'ipaha,,,,,,
VS-34a_41,pay uum pa'ipaha taay pasaan,,,,,,
VS-34a_42,pay uum vura uum pufaat pasaan,,,,,,
VS-34a_43,imaan vura uum pufaat pasaan,,,,,,
